NiO/ZnO,TGS 826,TGS 822,TGS 2600,TGS 2602,ZnO,Cr-doped ZnO,Class
,1.5,0.53333,0.88,0.75,,,Acetone 5 ppm
,1.5,0.55172,0.88,0.75,,,Acetone 5 ppm
,1.5,0.57143,0.88,0.75,,,Acetone 5 ppm
,1.5,0.57143,0.88,0.75,,,Acetone 5 ppm
,1.5,0.59259,0.88,0.75,,,Acetone 5 ppm
,1.5,0.61538,0.88,0.75,,,Acetone 5 ppm
,1.5,0.61538,0.88,0.75,,,Acetone 5 ppm
,1.5,0.64,0.91667,0.75,,,Acetone 5 ppm
,1.5,0.64,0.91667,0.75,,,Acetone 5 ppm
,1.5,0.66667,0.88,0.78947,,,Acetone 5 ppm
,1.5,0.66667,0.91667,0.78947,,,Acetone 5 ppm
,1.5,0.69565,0.91667,0.78947,,,Acetone 5 ppm
,1.5,0.69565,0.91667,0.78947,,,Acetone 5 ppm
,1.5,0.72727,0.91667,0.78947,,,Acetone 5 ppm
,1.5,0.72727,0.91667,0.78947,,,Acetone 5 ppm
,1.5,0.72727,0.91667,0.78947,,,Acetone 5 ppm
,1.5,0.72727,0.91667,0.78947,,,Acetone 5 ppm
,1.5,0.72727,0.91667,0.78947,,,Acetone 5 ppm
,1.5,0.72727,0.91667,0.78947,,,Acetone 5 ppm
,1.5,0.7619,0.91667,0.78947,,,Acetone 5 ppm
,1.5,0.7619,0.91667,0.78947,,,Acetone 5 ppm
,1.5,0.7619,0.91667,0.78947,,,Acetone 5 ppm
,1.5,0.7619,0.91667,0.78947,,,Acetone 5 ppm
,1.5,0.7619,0.91667,0.78947,,,Acetone 5 ppm
,1.5,0.7619,0.91667,0.78947,,,Acetone 5 ppm
,1.5,0.8,0.91667,0.78947,,,Acetone 5 ppm
,1.5,0.8,0.91667,0.78947,,,Acetone 5 ppm
,1.5,0.8,0.91667,0.78947,,,Acetone 5 ppm
,1.5,0.8,0.91667,0.78947,,,Acetone 5 ppm
,1.5,0.8,0.91667,0.78947,,,Acetone 5 ppm
,1.5,0.8,0.91667,0.78947,,,Acetone 5 ppm
,1.5,0.84211,0.91667,0.83333,,,Acetone 5 ppm
,1.5,0.84211,0.91667,0.78947,,,Acetone 5 ppm
,1.5,0.84211,0.91667,0.78947,,,Acetone 5 ppm
,1.5,0.84211,0.91667,0.83333,,,Acetone 5 ppm
,1.5,0.84211,0.91667,0.83333,,,Acetone 5 ppm
,0.5,0.84211,0.91667,0.83333,,,Acetone 5 ppm
,0.03315,0.84211,0.91667,0.83333,,,Acetone 5 ppm
,0.02691,0.84211,0.91667,0.83333,,,Acetone 5 ppm
,0.0241,0.84211,0.91667,0.83333,,,Acetone 5 ppm
,0.02143,0.88889,0.91667,0.83333,,,Acetone 5 ppm
,0.01993,0.88889,0.91667,0.83333,,,Acetone 5 ppm
,0.01852,0.88889,0.91667,0.83333,,,Acetone 5 ppm
,0.01824,0.88889,0.91667,0.83333,,,Acetone 5 ppm
,0.01935,0.88889,0.91667,0.83333,,,Acetone 5 ppm
,0.02069,0.88889,0.91667,0.83333,,,Acetone 5 ppm
,0.01858,0.88889,0.91667,0.83333,,,Acetone 5 ppm
,0.01818,0.88889,0.91667,0.83333,,,Acetone 5 ppm
,0.01852,0.88889,0.91667,0.83333,,,Acetone 5 ppm
,0.01881,0.88889,0.91667,0.83333,,,Acetone 5 ppm
,0.02027,0.88889,0.91667,0.83333,,,Acetone 5 ppm
,0.02166,0.88889,0.91667,0.83333,,,Acetone 5 ppm
,0.02372,0.88889,0.91667,0.83333,,,Acetone 5 ppm
,0.0274,0.88889,0.91667,0.83333,,,Acetone 5 ppm
,0.02941,0.88889,0.91667,0.83333,,,Acetone 5 ppm
,0.03061,0.88889,0.91667,0.83333,,,Acetone 5 ppm
,0.03243,0.88889,0.91667,0.83333,,,Acetone 5 ppm
,0.03141,0.88889,0.91667,0.88235,,,Acetone 5 ppm
,0.03448,0.88889,0.91667,0.88235,,,Acetone 5 ppm
,0.03636,0.94118,0.91667,0.88235,,,Acetone 5 ppm
,0.03896,0.94118,0.91667,0.88235,,,Acetone 5 ppm
,0.03974,0.94118,0.91667,0.88235,,,Acetone 5 ppm
,0.03974,0.94118,0.91667,0.88235,,,Acetone 5 ppm
,0.04,0.94118,0.91667,0.88235,,,Acetone 5 ppm
,0.03947,0.94118,0.91667,0.88235,,,Acetone 5 ppm
,0.04225,0.94118,0.91667,0.88235,,,Acetone 5 ppm
,0.04651,0.94118,0.91667,0.88235,,,Acetone 5 ppm
,0.04918,0.94118,0.91667,0.88235,,,Acetone 5 ppm
,0.05085,0.94118,0.91667,0.88235,,,Acetone 5 ppm
,0.05217,0.94118,0.91667,0.88235,,,Acetone 5 ppm
,0.05607,0.94118,0.91667,0.88235,,,Acetone 5 ppm
,0.05505,0.94118,0.91667,0.88235,,,Acetone 5 ppm
,0.05405,0.94118,0.91667,0.88235,,,Acetone 5 ppm
,0.0566,0.94118,0.91667,0.88235,,,Acetone 5 ppm
,0.06,0.94118,0.91667,0.88235,,,Acetone 5 ppm
,0.06186,0.94118,0.91667,0.9375,,,Acetone 5 ppm
,0.07059,0.94118,0.91667,0.9375,,,Acetone 5 ppm
,0.07895,,0.91667,0.9375,,,Acetone 5 ppm
,0.08108,,0.91667,0.9375,,,Acetone 5 ppm
,0.08451,,0.91667,0.9375,,,Acetone 5 ppm
,0.09231,,0.91667,0.9375,,,Acetone 5 ppm
,0.10345,,0.91667,0.9375,,,Acetone 5 ppm
,0.10345,,0.91667,0.9375,,,Acetone 5 ppm
,0.08824,,0.91667,0.9375,,,Acetone 5 ppm
,0.08696,,0.91667,0.9375,,,Acetone 5 ppm
,0.1,,0.91667,0.88235,,,Acetone 5 ppm
,0.10909,,0.91667,0.88235,,,Acetone 5 ppm
,0.12,,0.91667,0.88235,,,Acetone 5 ppm
,0.12766,,0.91667,0.88235,,,Acetone 5 ppm
,0.12245,,0.91667,0.88235,,,Acetone 5 ppm
,0.11538,,0.91667,0.88235,,,Acetone 5 ppm
,0.11538,,0.91667,0.88235,,,Acetone 5 ppm
,0.12,,0.91667,0.88235,,,Acetone 5 ppm
,0.12766,,0.81481,0.88235,,,Acetone 5 ppm
,0.14286,,0.57895,0.88235,,,Acetone 5 ppm
,0.14634,,0.41509,0.88235,,,Acetone 5 ppm
,0.15385,,0.30986,0.88235,,,Acetone 5 ppm
,0.16667,,0.25581,0.88235,,,Acetone 5 ppm
,0.17143,,0.22449,0.88235,,,Acetone 5 ppm
,0.18182,,0.20755,0.88235,,,Acetone 5 ppm
,0.16667,,0.1913,0.88235,,,Acetone 5 ppm
,0.17143,,0.17742,0.88235,,,Acetone 5 ppm
,0.1875,,0.15278,0.88235,,,Acetone 5 ppm
,0.21429,,0.13836,0.88235,,,Acetone 5 ppm
,0.23077,,0.12155,0.88235,,,Acetone 5 ppm
,0.23077,,0.11224,0.88235,,,Acetone 5 ppm
,0.23077,,0.11055,0.88235,,,Acetone 5 ppm
,0.24,,0.10784,0.88235,,,Acetone 5 ppm
,0.26087,,0.10784,0.88235,,,Acetone 5 ppm
,0.26087,,0.10427,0.88235,,,Acetone 5 ppm
,0.27273,,0.1028,0.88235,,,Acetone 5 ppm
,0.3,,0.10427,0.88235,,,Acetone 5 ppm
,0.33333,,0.10526,0.88235,,,Acetone 5 ppm
,0.35294,,0.10628,0.88235,,,Acetone 5 ppm
,0.35294,,0.10837,0.88235,,,Acetone 5 ppm
,0.4,,0.11168,0.88235,,,Acetone 5 ppm
,0.4,,0.11579,0.88235,,,Acetone 5 ppm
,0.4,,0.12088,0.88235,,,Acetone 5 ppm
,0.42857,,0.12644,0.88235,,,Acetone 5 ppm
,0.46154,,0.13174,0.88235,,,Acetone 5 ppm
,0.5,,0.13665,0.9375,,,Acetone 5 ppm
,0.5,,0.14379,0.9375,,,Acetone 5 ppm
,0.54545,,0.14966,0.9375,,,Acetone 5 ppm
,0.6,,0.15714,0.9375,,,Acetone 5 ppm
,0.66667,,0.16418,0.9375,,,Acetone 5 ppm
,0.66667,,0.17188,0.9375,,,Acetone 5 ppm
,0.75,,0.18182,0.9375,,,Acetone 5 ppm
,0.75,,0.19298,0.9375,,,Acetone 5 ppm
,0.75,,0.2037,0.9375,,,Acetone 5 ppm
,0.85714,,0.21359,0.9375,,,Acetone 5 ppm
,0.85714,,0.2268,0.9375,,,Acetone 5 ppm
,0.85714,,0.23656,0.9375,,,Acetone 5 ppm
,0.85714,,0.24719,0.9375,,,Acetone 5 ppm
,1.0,,0.25882,0.9375,,,Acetone 5 ppm
,1.0,,0.275,0.9375,,,Acetone 5 ppm
,1.0,,0.28947,0.9375,,,Acetone 5 ppm
,1.0,,0.30137,0.9375,,,Acetone 5 ppm
,1.0,,0.30986,0.9375,,,Acetone 5 ppm
,1.0,,0.32353,0.9375,,,Acetone 5 ppm
,1.0,,0.33333,,,,Acetone 5 ppm
,1.0,,0.34375,,,,Acetone 5 ppm
,1.2,,0.35484,,,,Acetone 5 ppm
,1.2,,0.37288,,,,Acetone 5 ppm
,1.2,,0.38596,,,,Acetone 5 ppm
,1.2,,0.4,,,,Acetone 5 ppm
,1.2,,0.41509,,,,Acetone 5 ppm
,1.2,,0.43137,,,,Acetone 5 ppm
,1.2,,0.44,,,,Acetone 5 ppm
,1.2,,0.45833,,,,Acetone 5 ppm
,1.2,,0.46809,,,,Acetone 5 ppm
,1.2,,0.48889,,,,Acetone 5 ppm
,1.2,,0.5,,,,Acetone 5 ppm
,1.2,,0.51163,,,,Acetone 5 ppm
,1.2,,0.52381,,,,Acetone 5 ppm
,1.2,,0.53659,,,,Acetone 5 ppm
,1.2,,0.55,,,,Acetone 5 ppm
,1.2,,0.5641,,,,Acetone 5 ppm
,1.2,,0.57895,,,,Acetone 5 ppm
,1.2,,0.59459,,,,Acetone 5 ppm
,1.5,,0.61111,,,,Acetone 5 ppm
,1.2,,0.62857,,,,Acetone 5 ppm
,1.2,,0.62857,,,,Acetone 5 ppm
,1.2,,0.64706,,,,Acetone 5 ppm
,1.2,,0.64706,,,,Acetone 5 ppm
,1.2,,0.66667,,,,Acetone 5 ppm
,1.2,,0.66667,,,,Acetone 5 ppm
,1.2,,0.6875,,,,Acetone 5 ppm
,1.2,,0.6875,,,,Acetone 5 ppm
,1.2,,0.6875,,,,Acetone 5 ppm
,1.5,,0.70968,,,,Acetone 5 ppm
,1.2,,0.70968,,,,Acetone 5 ppm
,1.2,,0.70968,,,,Acetone 5 ppm
,1.2,,0.73333,,,,Acetone 5 ppm
,1.2,,0.73333,,,,Acetone 5 ppm
,1.2,,0.73333,,,,Acetone 5 ppm
,1.2,,0.73333,,,,Acetone 5 ppm
,1.2,,0.75862,,,,Acetone 5 ppm
,1.2,,0.75862,,,,Acetone 5 ppm
,1.2,,0.75862,,,,Acetone 5 ppm
,1.2,,0.75862,,,,Acetone 5 ppm
,1.2,,0.75862,,,,Acetone 5 ppm
,1.2,,0.78571,,,,Acetone 5 ppm
,1.2,,0.78571,,,,Acetone 5 ppm
,1.5,,0.78571,,,,Acetone 5 ppm
,1.5,,0.78571,,,,Acetone 5 ppm
,1.5,,0.78571,,,,Acetone 5 ppm
,1.5,,0.78571,,,,Acetone 5 ppm
,1.5,,0.81481,,,,Acetone 5 ppm
,1.5,,0.81481,,,,Acetone 5 ppm
,1.5,,0.81481,,,,Acetone 5 ppm
,1.5,,0.81481,,,,Acetone 5 ppm
,1.5,,0.81481,,,,Acetone 5 ppm
,1.5,,0.81481,,,,Acetone 5 ppm
,1.5,,0.81481,,,,Acetone 5 ppm
,1.5,,0.84615,,,,Acetone 5 ppm
,1.5,,0.84615,,,,Acetone 5 ppm
,1.5,,0.84615,,,,Acetone 5 ppm
,1.5,,0.84615,,,,Acetone 5 ppm
,1.2,,0.84615,,,,Acetone 5 ppm
,1.5,,0.84615,,,,Acetone 5 ppm
,1.5,,0.84615,,,,Acetone 5 ppm
,1.5,,0.84615,,,,Acetone 5 ppm
,1.5,,0.84615,,,,Acetone 5 ppm
,1.5,,0.84615,,,,Acetone 5 ppm
,1.5,,0.84615,,,,Acetone 5 ppm
,1.5,,0.84615,,,,Acetone 5 ppm
,1.5,,0.84615,,,,Acetone 5 ppm
,1.5,,0.84615,,,,Acetone 5 ppm
,1.5,,0.84615,,,,Acetone 5 ppm
,1.5,,0.88,,,,Acetone 5 ppm
,1.5,,0.88,,,,Acetone 5 ppm
,1.5,,0.88,,,,Acetone 5 ppm
,1.5,,0.88,,,,Acetone 5 ppm
,1.5,,0.88,,,,Acetone 5 ppm
,1.5,,0.88,,,,Acetone 5 ppm
,1.5,,0.88,,,,Acetone 5 ppm
,1.5,,0.88,,,,Acetone 5 ppm
,1.5,,0.88,,,,Acetone 5 ppm
,1.5,,0.88,,,,Acetone 5 ppm
,1.5,,0.88,,,,Acetone 5 ppm
,1.5,,0.88,,,,Acetone 5 ppm
,1.5,,0.88,,,,Acetone 5 ppm
,1.5,,0.88,,,,Acetone 5 ppm
,1.5,,0.88,,,,Acetone 5 ppm
,1.5,,0.88,,,,Acetone 5 ppm
,1.5,,0.88,,,,Acetone 5 ppm
,1.5,,0.88,,,,Acetone 5 ppm
,1.5,,0.88,,,,Acetone 5 ppm
,1.5,,0.88,,,,Acetone 5 ppm
,1.5,,0.88,,,,Acetone 5 ppm
,1.5,,0.88,,,,Acetone 5 ppm
,1.5,,0.88,,,,Acetone 5 ppm
,1.5,,0.88,,,,Acetone 5 ppm
,1.5,,0.88,,,,Acetone 5 ppm
,1.5,,0.88,,,,Acetone 5 ppm
,1.5,,0.88,,,,Acetone 5 ppm
,1.5,,0.88,,,,Acetone 5 ppm
,1.5,,0.91667,,,,Acetone 5 ppm
,1.5,,0.88,,,,Acetone 5 ppm
,1.5,,0.91667,,,,Acetone 5 ppm
,1.5,,0.91667,,,,Acetone 5 ppm
,1.5,,0.91667,,,,Acetone 5 ppm
,1.5,,0.91667,,,,Acetone 5 ppm
,1.5,,0.91667,,,,Acetone 5 ppm
,1.5,,0.91667,,,,Acetone 5 ppm
,1.5,,0.91667,,,,Acetone 5 ppm
,1.5,,0.91667,,,,Acetone 5 ppm
,1.5,,0.91667,,,,Acetone 5 ppm
,1.5,,0.91667,,,,Acetone 5 ppm
,1.5,,0.95652,,,,Acetone 5 ppm
,1.5,,0.95652,,,,Acetone 5 ppm
,1.5,,0.95652,,,,Acetone 5 ppm
,1.5,,0.95652,,,,Acetone 5 ppm
,1.5,,0.95652,,,,Acetone 5 ppm
,1.5,,0.95652,,,,Acetone 5 ppm
,1.5,,0.95652,,,,Acetone 5 ppm
,1.5,,0.95652,,,,Acetone 5 ppm
,1.5,,0.95652,,,,Acetone 5 ppm
,1.5,,0.95652,,,,Acetone 5 ppm
,1.5,,0.95652,,,,Acetone 5 ppm
,1.5,,0.95652,,,,Acetone 5 ppm
,1.5,,0.95652,,,,Acetone 5 ppm
,1.5,,0.95652,,,,Acetone 5 ppm
,1.5,,0.95652,,,,Acetone 5 ppm
,1.5,,0.95652,,,,Acetone 5 ppm
,1.5,,0.95652,,,,Acetone 5 ppm
,1.5,,0.95652,,,,Acetone 5 ppm
,1.5,,0.95652,,,,Acetone 5 ppm
,1.5,,0.95652,,,,Acetone 5 ppm
,1.5,,0.95652,,,,Acetone 5 ppm
,1.5,,0.95652,,,,Acetone 5 ppm
,1.5,,0.95652,,,,Acetone 5 ppm
,1.5,,0.95652,,,,Acetone 5 ppm
,1.5,,0.95652,,,,Acetone 5 ppm
,1.5,,0.95652,,,,Acetone 5 ppm
,1.5,,0.95652,,,,Acetone 5 ppm
,1.5,,0.95652,,,,Acetone 5 ppm
,1.5,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.88,,,,Acetone 5 ppm
,,,0.84615,,,,Acetone 5 ppm
,,,0.75862,,,,Acetone 5 ppm
,,,0.70968,,,,Acetone 5 ppm
,,,0.55,,,,Acetone 5 ppm
,,,0.35484,,,,Acetone 5 ppm
,,,0.29333,,,,Acetone 5 ppm
,,,0.2619,,,,Acetone 5 ppm
,,,0.24444,,,,Acetone 5 ppm
,,,0.2268,,,,Acetone 5 ppm
,,,0.20183,,,,Acetone 5 ppm
,,,0.18182,,,,Acetone 5 ppm
,,,0.17054,,,,Acetone 5 ppm
,,,0.16296,,,,Acetone 5 ppm
,,,0.15714,,,,Acetone 5 ppm
,,,0.15385,,,,Acetone 5 ppm
,,,0.14966,,,,Acetone 5 ppm
,,,0.14474,,,,Acetone 5 ppm
,,,0.14103,,,,Acetone 5 ppm
,,,0.1375,,,,Acetone 5 ppm
,,,0.13497,,,,Acetone 5 ppm
,,,0.13333,,,,Acetone 5 ppm
,,,0.13174,,,,Acetone 5 ppm
,,,0.13095,,,,Acetone 5 ppm
,,,0.13415,,,,Acetone 5 ppm
,,,0.1358,,,,Acetone 5 ppm
,,,0.13415,,,,Acetone 5 ppm
,,,0.13497,,,,Acetone 5 ppm
,,,0.13665,,,,Acetone 5 ppm
,,,0.13836,,,,Acetone 5 ppm
,,,0.14013,,,,Acetone 5 ppm
,,,0.14286,,,,Acetone 5 ppm
,,,0.1457,,,,Acetone 5 ppm
,,,0.14865,,,,Acetone 5 ppm
,,,0.15278,,,,Acetone 5 ppm
,,,0.15603,,,,Acetone 5 ppm
,,,0.15385,,,,Acetone 5 ppm
,,,0.15278,,,,Acetone 5 ppm
,,,0.15385,,,,Acetone 5 ppm
,,,0.15714,,,,Acetone 5 ppm
,,,0.16058,,,,Acetone 5 ppm
,,,0.16296,,,,Acetone 5 ppm
,,,0.16541,,,,Acetone 5 ppm
,,,0.16923,,,,Acetone 5 ppm
,,,0.17323,,,,Acetone 5 ppm
,,,0.17886,,,,Acetone 5 ppm
,,,0.18644,,,,Acetone 5 ppm
,,,0.19469,,,,Acetone 5 ppm
,,,0.20183,,,,Acetone 5 ppm
,,,0.20755,,,,Acetone 5 ppm
,,,0.21154,,,,Acetone 5 ppm
,,,0.21359,,,,Acetone 5 ppm
,,,0.22,,,,Acetone 5 ppm
,,,0.22449,,,,Acetone 5 ppm
,,,0.23404,,,,Acetone 5 ppm
,,,0.24176,,,,Acetone 5 ppm
,,,0.25287,,,,Acetone 5 ppm
,,,0.26506,,,,Acetone 5 ppm
,,,0.27848,,,,Acetone 5 ppm
,,,0.29333,,,,Acetone 5 ppm
,,,0.30556,,,,Acetone 5 ppm
,,,0.31884,,,,Acetone 5 ppm
,,,0.32836,,,,Acetone 5 ppm
,,,0.33846,,,,Acetone 5 ppm
,,,0.35484,,,,Acetone 5 ppm
,,,0.36667,,,,Acetone 5 ppm
,,,0.38596,,,,Acetone 5 ppm
,,,0.4,,,,Acetone 5 ppm
,,,0.41509,,,,Acetone 5 ppm
,,,0.43137,,,,Acetone 5 ppm
,,,0.44,,,,Acetone 5 ppm
,,,0.45833,,,,Acetone 5 ppm
,,,0.46809,,,,Acetone 5 ppm
,,,0.47826,,,,Acetone 5 ppm
,,,0.48889,,,,Acetone 5 ppm
,,,0.5,,,,Acetone 5 ppm
,,,0.51163,,,,Acetone 5 ppm
,,,0.52381,,,,Acetone 5 ppm
,,,0.52381,,,,Acetone 5 ppm
,,,0.55,,,,Acetone 5 ppm
,,,0.5641,,,,Acetone 5 ppm
,,,0.5641,,,,Acetone 5 ppm
,,,0.5641,,,,Acetone 5 ppm
,,,0.57895,,,,Acetone 5 ppm
,,,0.57895,,,,Acetone 5 ppm
,,,0.57895,,,,Acetone 5 ppm
,,,0.57895,,,,Acetone 5 ppm
,,,0.59459,,,,Acetone 5 ppm
,,,0.59459,,,,Acetone 5 ppm
,,,0.61111,,,,Acetone 5 ppm
,,,0.62857,,,,Acetone 5 ppm
,,,0.62857,,,,Acetone 5 ppm
,,,0.64706,,,,Acetone 5 ppm
,,,0.64706,,,,Acetone 5 ppm
,,,0.64706,,,,Acetone 5 ppm
,,,0.66667,,,,Acetone 5 ppm
,,,0.66667,,,,Acetone 5 ppm
,,,0.66667,,,,Acetone 5 ppm
,,,0.6875,,,,Acetone 5 ppm
,,,0.6875,,,,Acetone 5 ppm
,,,0.6875,,,,Acetone 5 ppm
,,,0.70968,,,,Acetone 5 ppm
,,,0.70968,,,,Acetone 5 ppm
,,,0.70968,,,,Acetone 5 ppm
,,,0.70968,,,,Acetone 5 ppm
,,,0.73333,,,,Acetone 5 ppm
,,,0.73333,,,,Acetone 5 ppm
,,,0.73333,,,,Acetone 5 ppm
,,,0.75862,,,,Acetone 5 ppm
,,,0.75862,,,,Acetone 5 ppm
,,,0.75862,,,,Acetone 5 ppm
,,,0.78571,,,,Acetone 5 ppm
,,,0.78571,,,,Acetone 5 ppm
,,,0.78571,,,,Acetone 5 ppm
,,,0.78571,,,,Acetone 5 ppm
,,,0.78571,,,,Acetone 5 ppm
,,,0.81481,,,,Acetone 5 ppm
,,,0.81481,,,,Acetone 5 ppm
,,,0.81481,,,,Acetone 5 ppm
,,,0.81481,,,,Acetone 5 ppm
,,,0.81481,,,,Acetone 5 ppm
,,,0.81481,,,,Acetone 5 ppm
,,,0.84615,,,,Acetone 5 ppm
,,,0.84615,,,,Acetone 5 ppm
,,,0.84615,,,,Acetone 5 ppm
,,,0.84615,,,,Acetone 5 ppm
,,,0.84615,,,,Acetone 5 ppm
,,,0.84615,,,,Acetone 5 ppm
,,,0.84615,,,,Acetone 5 ppm
,,,0.84615,,,,Acetone 5 ppm
,,,0.84615,,,,Acetone 5 ppm
,,,0.84615,,,,Acetone 5 ppm
,,,0.88,,,,Acetone 5 ppm
,,,0.88,,,,Acetone 5 ppm
,,,0.88,,,,Acetone 5 ppm
,,,0.88,,,,Acetone 5 ppm
,,,0.88,,,,Acetone 5 ppm
,,,0.88,,,,Acetone 5 ppm
,,,0.88,,,,Acetone 5 ppm
,,,0.88,,,,Acetone 5 ppm
,,,0.88,,,,Acetone 5 ppm
,,,0.88,,,,Acetone 5 ppm
,,,0.88,,,,Acetone 5 ppm
,,,0.88,,,,Acetone 5 ppm
,,,0.88,,,,Acetone 5 ppm
,,,0.88,,,,Acetone 5 ppm
,,,0.88,,,,Acetone 5 ppm
,,,0.88,,,,Acetone 5 ppm
,,,0.88,,,,Acetone 5 ppm
,,,0.88,,,,Acetone 5 ppm
,,,0.88,,,,Acetone 5 ppm
,,,0.88,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.88,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.91667,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
,,,0.95652,,,,Acetone 5 ppm
